source,source_path,target,target_path,raw_score,adjusted_score
Children'S Church Songs Cd | Seeds Kids Worship,/songs\children-s-church-songs-cd/,Kids Spiritual Songs Cd | Seeds Kids Worship,/songs\kids-spiritual-songs-cd/,0.3427,0.3927
Children'S Church Songs Cd | Seeds Kids Worship,/songs\children-s-church-songs-cd/,Kids Faith Songs Cd | Seeds Kids Worship,/songs\kids-faith-songs-cd/,0.3385,0.3885
Children'S Church Songs For Babies | Seeds Kids Worship,/songs\children-s-church-songs-for-babies/,Bible Songs For Babies Youtube | Seeds Kids Worship,/songs\bible-songs-for-babies-youtube/,0.4311,0.4811
Children'S Church Songs For Babies | Seeds Kids Worship,/songs\children-s-church-songs-for-babies/,Children'S Choir Songs For Babies | Seeds Kids Worship,/songs\children-s-choir-songs-for-babies/,0.4289,0.4789
Children'S Church Songs For Babies | Seeds Kids Worship,/songs\children-s-church-songs-for-babies/,Kids Spiritual Songs For Babies | Seeds Kids Worship,/songs\kids-spiritual-songs-for-babies/,0.4017,0.4517
Children'S Church Songs For Babies | Seeds Kids Worship,/songs\children-s-church-songs-for-babies/,Kids Devotional Songs For Babies | Seeds Kids Worship,/songs\kids-devotional-songs-for-babies/,0.3923,0.4423
Children'S Church Songs For Babies | Seeds Kids Worship,/songs\children-s-church-songs-for-babies/,Kids Christian Music For Babies | Seeds Kids Worship,/songs\kids-christian-music-for-babies/,0.3529,0.4029
Children'S Church Songs For Children | Seeds Kids Worship,/songs\children-s-church-songs-for-children/,Fun Children'S Church Songs | Seeds Kids Worship,/songs\fun-children-s-church-songs/,0.4687,0.5187
Children'S Church Songs For Children | Seeds Kids Worship,/songs\children-s-church-songs-for-children/,Easy Children'S Church Songs | Seeds Kids Worship,/songs\easy-children-s-church-songs/,0.3753,0.4253
Children'S Church Songs For Children | Seeds Kids Worship,/songs\children-s-church-songs-for-children/,Popular Children'S Church Songs | Seeds Kids Worship,/songs\popular-children-s-church-songs/,0.3575,0.4075
Children'S Church Songs For Children | Seeds Kids Worship,/songs\children-s-church-songs-for-children/,Children'S Church Songs For Church | Seeds Kids Worship,/songs\children-s-church-songs-for-church/,0.3299,0.3799
Children'S Church Songs For Children | Seeds Kids Worship,/songs\children-s-church-songs-for-children/,Simple Children'S Church Songs | Seeds Kids Worship,/songs\simple-children-s-church-songs/,0.3285,0.3785
Children'S Church Songs For Church | Seeds Kids Worship,/songs\children-s-church-songs-for-church/,Children'S Church Songs For Kids | Seeds Kids Worship,/songs\children-s-church-songs-for-kids/,0.4142,0.4642
Children'S Church Songs For Church | Seeds Kids Worship,/songs\children-s-church-songs-for-church/,Children'S Church Songs For Worship | Seeds Kids Worship,/songs\children-s-church-songs-for-worship/,0.4129,0.4629
Children'S Church Songs For Church | Seeds Kids Worship,/songs\children-s-church-songs-for-church/,Easy Children'S Church Songs | Seeds Kids Worship,/songs\easy-children-s-church-songs/,0.3823,0.4323
Children'S Church Songs For Church | Seeds Kids Worship,/songs\children-s-church-songs-for-church/,Simple Children'S Church Songs | Seeds Kids Worship,/songs\simple-children-s-church-songs/,0.3804,0.4304
Children'S Church Songs For Church | Seeds Kids Worship,/songs\children-s-church-songs-for-church/,Children'S Church Songs Playlist | Seeds Kids Worship,/songs\children-s-church-songs-playlist/,0.3773,0.4273
Children'S Church Songs For Father'S Day | Seeds Kids Worship,/songs\children-s-church-songs-for-father-s-day/,Children'S Church Songs For Mother'S Day | Seeds Kids Worship,/songs\children-s-church-songs-for-mother-s-day/,0.3054,0.3554
Children'S Church Songs For Father'S Day | Seeds Kids Worship,/songs\children-s-church-songs-for-father-s-day/,Listener Kids: This Is The Day That The Lord Has Made Lyrics | Seeds Kids Worship,/songs\listener-kids-this-is-the-day-that-the-lord-has-made-lyrics/,0.1324,0.1824
Children'S Church Songs For Home | Seeds Kids Worship,/songs\children-s-church-songs-for-home/,Children'S Church Songs For Worship | Seeds Kids Worship,/songs\children-s-church-songs-for-worship/,0.3926,0.4426
Children'S Church Songs For Home | Seeds Kids Worship,/songs\children-s-church-songs-for-home/,Children'S Church Songs For Church | Seeds Kids Worship,/songs\children-s-church-songs-for-church/,0.3474,0.3974
Children'S Church Songs For Home | Seeds Kids Worship,/songs\children-s-church-songs-for-home/,Children'S Church Songs Cd | Seeds Kids Worship,/songs\children-s-church-songs-cd/,0.3273,0.3773
Children'S Church Songs For Home | Seeds Kids Worship,/songs\children-s-church-songs-for-home/,Children'S Church Music | Seeds Kids Worship,/songs\children-s-church-music/,0.3245,0.3745
Children'S Church Songs For Home | Seeds Kids Worship,/songs\children-s-church-songs-for-home/,Children'S Church Songs With Lyrics | Seeds Kids Worship,/songs\children-s-church-songs-with-lyrics/,0.3177,0.3677
Children'S Church Songs For Kids | Seeds Kids Worship,/songs\children-s-church-songs-for-kids/,Children'S Church Songs Cd | Seeds Kids Worship,/songs\children-s-church-songs-cd/,0.4143,0.4643
Children'S Church Songs For Kids | Seeds Kids Worship,/songs\children-s-church-songs-for-kids/,Children'S Church Songs For Church | Seeds Kids Worship,/songs\children-s-church-songs-for-church/,0.4142,0.4642
Children'S Church Songs For Kids | Seeds Kids Worship,/songs\children-s-church-songs-for-kids/,Popular Children'S Church Songs | Seeds Kids Worship,/songs\popular-children-s-church-songs/,0.4045,0.4545
Children'S Church Songs For Kids | Seeds Kids Worship,/songs\children-s-church-songs-for-kids/,Children'S Church Songs Playlist | Seeds Kids Worship,/songs\children-s-church-songs-playlist/,0.4035,0.4535
Children'S Church Songs For Kids | Seeds Kids Worship,/songs\children-s-church-songs-for-kids/,Children'S Church Songs Lyrics | Seeds Kids Worship,/songs\children-s-church-songs-lyrics/,0.392,0.442
Children'S Church Songs For Mother'S Day | Seeds Kids Worship,/songs\children-s-church-songs-for-mother-s-day/,Children'S Church Songs For Father'S Day | Seeds Kids Worship,/songs\children-s-church-songs-for-father-s-day/,0.3054,0.3554
Children'S Church Songs For Mother'S Day | Seeds Kids Worship,/songs\children-s-church-songs-for-mother-s-day/,Children'S Church Songs For Kids | Seeds Kids Worship,/songs\children-s-church-songs-for-kids/,0.2896,0.3396
Children'S Church Songs For Mother'S Day | Seeds Kids Worship,/songs\children-s-church-songs-for-mother-s-day/,Children'S Church Songs For Church | Seeds Kids Worship,/songs\children-s-church-songs-for-church/,0.2875,0.3375
Children'S Church Songs For Mother'S Day | Seeds Kids Worship,/songs\children-s-church-songs-for-mother-s-day/,Easy Children'S Church Songs | Seeds Kids Worship,/songs\easy-children-s-church-songs/,0.2837,0.3337
Children'S Church Songs For Mother'S Day | Seeds Kids Worship,/songs\children-s-church-songs-for-mother-s-day/,Popular Children'S Church Songs | Seeds Kids Worship,/songs\popular-children-s-church-songs/,0.2721,0.3221
Children'S Church Songs For Preschoolers | Seeds Kids Worship,/songs\children-s-church-songs-for-preschoolers/,Toddler Worship Songs For Preschoolers | Seeds Kids Worship,/songs\toddler-worship-songs-for-preschoolers/,0.3896,0.4396
Children'S Church Songs For Preschoolers | Seeds Kids Worship,/songs\children-s-church-songs-for-preschoolers/,Bible Songs For Preschoolers Cd | Seeds Kids Worship,/songs\bible-songs-for-preschoolers-cd/,0.374,0.424
Children'S Church Songs For Preschoolers | Seeds Kids Worship,/songs\children-s-church-songs-for-preschoolers/,Simple Preschool Christian Songs | Seeds Kids Worship,/songs\simple-preschool-christian-songs/,0.3363,0.3863
Children'S Church Songs For Preschoolers | Seeds Kids Worship,/songs\children-s-church-songs-for-preschoolers/,Best Preschool Christian Songs | Seeds Kids Worship,/songs\best-preschool-christian-songs/,0.3283,0.3783
Children'S Church Songs For Preschoolers | Seeds Kids Worship,/songs\children-s-church-songs-for-preschoolers/,Fun Bible Songs For Preschoolers | Seeds Kids Worship,/songs\fun-bible-songs-for-preschoolers/,0.3266,0.3766
Children'S Church Songs For Thanksgiving | Seeds Kids Worship,/songs\children-s-church-songs-for-thanksgiving/,Children'S Church Songs For Worship | Seeds Kids Worship,/songs\children-s-church-songs-for-worship/,0.2561,0.3061
Children'S Church Songs For Thanksgiving | Seeds Kids Worship,/songs\children-s-church-songs-for-thanksgiving/,Children'S Church Songs For Church | Seeds Kids Worship,/songs\children-s-church-songs-for-church/,0.2539,0.3039
Children'S Church Songs For Thanksgiving | Seeds Kids Worship,/songs\children-s-church-songs-for-thanksgiving/,Easy Children'S Church Songs | Seeds Kids Worship,/songs\easy-children-s-church-songs/,0.2539,0.3039
Children'S Church Songs For Thanksgiving | Seeds Kids Worship,/songs\children-s-church-songs-for-thanksgiving/,Children'S Church Songs For Children | Seeds Kids Worship,/songs\children-s-church-songs-for-children/,0.2536,0.3036
Children'S Church Songs For Thanksgiving | Seeds Kids Worship,/songs\children-s-church-songs-for-thanksgiving/,Children'S Church Songs About Love | Seeds Kids Worship,/songs\children-s-church-songs-about-love/,0.2526,0.3026
Children'S Church Songs For Toddlers | Seeds Kids Worship,/songs\children-s-church-songs-for-toddlers/,Christian Songs For Toddlers Youtube | Seeds Kids Worship,/songs\christian-songs-for-toddlers-youtube/,0.4559,0.5059
Children'S Church Songs For Toddlers | Seeds Kids Worship,/songs\children-s-church-songs-for-toddlers/,Scripture Songs For Toddlers | Seeds Kids Worship,/songs\scripture-songs-for-toddlers/,0.3916,0.4416
Children'S Church Songs For Toddlers | Seeds Kids Worship,/songs\children-s-church-songs-for-toddlers/,Christian Songs With Motions For Toddlers | Seeds Kids Worship,/songs\christian-songs-with-motions-for-toddlers/,0.3883,0.4383
Children'S Church Songs For Toddlers | Seeds Kids Worship,/songs\children-s-church-songs-for-toddlers/,Kids Memory Verse Songs For Toddlers | Seeds Kids Worship,/songs\kids-memory-verse-songs-for-toddlers/,0.3869,0.4369
Children'S Church Songs For Toddlers | Seeds Kids Worship,/songs\children-s-church-songs-for-toddlers/,Worship Songs For Toddlers Cd | Seeds Kids Worship,/songs\worship-songs-for-toddlers-cd/,0.3746,0.4246
Children'S Church Songs For Worship | Seeds Kids Worship,/songs\children-s-church-songs-for-worship/,Children'S Church Songs For Church | Seeds Kids Worship,/songs\children-s-church-songs-for-church/,0.4129,0.4629
Children'S Church Songs For Worship | Seeds Kids Worship,/songs\children-s-church-songs-for-worship/,Children'S Church Songs For Home | Seeds Kids Worship,/songs\children-s-church-songs-for-home/,0.3926,0.4426
Children'S Church Songs For Worship | Seeds Kids Worship,/songs\children-s-church-songs-for-worship/,Children'S Church Songs For Kids | Seeds Kids Worship,/songs\children-s-church-songs-for-kids/,0.3647,0.4147
Children'S Church Songs For Worship | Seeds Kids Worship,/songs\children-s-church-songs-for-worship/,Easy Children'S Church Songs | Seeds Kids Worship,/songs\easy-children-s-church-songs/,0.3625,0.4125
Children'S Church Songs For Worship | Seeds Kids Worship,/songs\children-s-church-songs-for-worship/,Children'S Church Songs With Lyrics | Seeds Kids Worship,/songs\children-s-church-songs-with-lyrics/,0.3542,0.4042
Children'S Church Songs Interactive | Seeds Kids Worship,/songs\children-s-church-songs-interactive/,Kids Praise Songs Interactive | Seeds Kids Worship,/songs\kids-praise-songs-interactive/,0.3944,0.4444
Children'S Church Songs Interactive | Seeds Kids Worship,/songs\children-s-church-songs-interactive/,Children'S Ministry Music Interactive | Seeds Kids Worship,/songs\children-s-ministry-music-interactive/,0.3847,0.4347
Children'S Church Songs Interactive | Seeds Kids Worship,/songs\children-s-church-songs-interactive/,Christian Kids Playlist Interactive | Seeds Kids Worship,/songs\christian-kids-playlist-interactive/,0.3829,0.4329
Children'S Church Songs Interactive | Seeds Kids Worship,/songs\children-s-church-songs-interactive/,Children'S Choir Songs Interactive | Seeds Kids Worship,/songs\children-s-choir-songs-interactive/,0.3813,0.4313
Children'S Church Songs Interactive | Seeds Kids Worship,/songs\children-s-church-songs-interactive/,Kids Worship Music Interactive | Seeds Kids Worship,/songs\kids-worship-music-interactive/,0.381,0.431
Children'S Church Songs List | Seeds Kids Worship,/songs\children-s-church-songs-list/,Popular Children'S Church Songs | Seeds Kids Worship,/songs\popular-children-s-church-songs/,0.3702,0.4202
Children'S Church Songs List | Seeds Kids Worship,/songs\children-s-church-songs-list/,Kids Praise And Worship Songs List | Seeds Kids Worship,/songs\kids-praise-and-worship-songs-list/,0.3578,0.4078
Children'S Church Songs List | Seeds Kids Worship,/songs\children-s-church-songs-list/,Children'S Church Songs For Worship | Seeds Kids Worship,/songs\children-s-church-songs-for-worship/,0.3481,0.3981
Children'S Church Songs List | Seeds Kids Worship,/songs\children-s-church-songs-list/,Children'S Church Songs Playlist | Seeds Kids Worship,/songs\children-s-church-songs-playlist/,0.3421,0.3921
Children'S Church Songs List | Seeds Kids Worship,/songs\children-s-church-songs-list/,Easy Children'S Church Songs | Seeds Kids Worship,/songs\easy-children-s-church-songs/,0.3285,0.3785
Children'S Church Songs Lyrics | Seeds Kids Worship,/songs\children-s-church-songs-lyrics/,Bible Songs For Children'S Church | Seeds Kids Worship,/songs\bible-songs-for-children-s-church/,0.3978,0.4478
Children'S Church Songs Lyrics | Seeds Kids Worship,/songs\children-s-church-songs-lyrics/,Children'S Church Songs For Kids | Seeds Kids Worship,/songs\children-s-church-songs-for-kids/,0.392,0.442
Children'S Church Songs Lyrics | Seeds Kids Worship,/songs\children-s-church-songs-lyrics/,Children'S Church Songs With Lyrics | Seeds Kids Worship,/songs\children-s-church-songs-with-lyrics/,0.3709,0.4209
Children'S Church Songs Lyrics | Seeds Kids Worship,/songs\children-s-church-songs-lyrics/,Children'S Church Songs Playlist | Seeds Kids Worship,/songs\children-s-church-songs-playlist/,0.3569,0.4069
Children'S Church Songs Lyrics | Seeds Kids Worship,/songs\children-s-church-songs-lyrics/,Children'S Church Songs For Church | Seeds Kids Worship,/songs\children-s-church-songs-for-church/,0.3502,0.4002
Children'S Church Songs Playlist | Seeds Kids Worship,/songs\children-s-church-songs-playlist/,Children'S Church Songs For Kids | Seeds Kids Worship,/songs\children-s-church-songs-for-kids/,0.4035,0.4535
Children'S Church Songs Playlist | Seeds Kids Worship,/songs\children-s-church-songs-playlist/,Easy Children'S Church Songs | Seeds Kids Worship,/songs\easy-children-s-church-songs/,0.3839,0.4339
Children'S Church Songs Playlist | Seeds Kids Worship,/songs\children-s-church-songs-playlist/,Children'S Church Songs Cd | Seeds Kids Worship,/songs\children-s-church-songs-cd/,0.3818,0.4318
Children'S Church Songs Playlist | Seeds Kids Worship,/songs\children-s-church-songs-playlist/,Children'S Church Songs For Church | Seeds Kids Worship,/songs\children-s-church-songs-for-church/,0.3773,0.4273
Children'S Church Songs Playlist | Seeds Kids Worship,/songs\children-s-church-songs-playlist/,Children'S Church Songs Lyrics | Seeds Kids Worship,/songs\children-s-church-songs-lyrics/,0.3569,0.4069
Children'S Church Songs That Have To Do With Water | Seeds Kids Worship,/songs\children-s-church-songs-that-have-to-do-with-water/,Vacation Bible School Songs Scuba | Seeds Kids Worship,/activities\vacation-bible-school-songs-scuba/,0.2648,0.2648
Children'S Church Songs That Have To Do With Water | Seeds Kids Worship,/songs\children-s-church-songs-that-have-to-do-with-water/,Children'S Church Songs For Kids | Seeds Kids Worship,/songs\children-s-church-songs-for-kids/,0.1836,0.2336
Children'S Church Songs That Have To Do With Water | Seeds Kids Worship,/songs\children-s-church-songs-that-have-to-do-with-water/,Children'S Church Songs For Church | Seeds Kids Worship,/songs\children-s-church-songs-for-church/,0.1832,0.2332
Children'S Church Songs That Have To Do With Water | Seeds Kids Worship,/songs\children-s-church-songs-that-have-to-do-with-water/,Easy Children'S Church Songs | Seeds Kids Worship,/songs\easy-children-s-church-songs/,0.174,0.224
